cl_activiteit_begindatum|cl_activiteit_einddatum|cl_activiteit_code|cl_activiteit_groepcode|cl_activiteit_element|cl_activiteit_beschrijving|cl_activiteit_aanspraak_type|cl_activiteit_hierarchieniveau|cl_activiteit_selecteerbaar|cl_activiteit_sorteervolgorde|cl_activiteit_soort|cl_activiteit_mag_direct|cl_activiteit_mag_indirect|cl_activiteit_mag_reistijd|cl_activiteit_mag_groep|cl_activiteit_mutatie|cl_activiteit_branche_indicatie
20100101|20111231|act_8.5.3|act_8.5|Verblijf forensisch niet in strafrechtelijk kader (SK) 3|Verblijf forensisch niet in strafrechtelijk kader (SK) 3||3|1|1830|Verblijfsdag|N|N|N|N||1
20140101|99991231|act_8.5.30|act_8.5|Verblijfssoort C3|Verblijfssoort C3 (matige verzorgingsgraad, beveiligingsniveau hoog)||3|1|1830|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.31|act_8.5|Verblijfssoort C4|Verblijfssoort C4 (matige verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1831|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.32|act_8.5|Verblijfssoort D1|Verblijfssoort D1 (gemiddelde verzorgingsgraad, beveiligingsniveau laag)||3|1|1832|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.33|act_8.5|Verblijfssoort D2|Verblijfssoort D2 (gemiddelde verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1833|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.34|act_8.5|Verblijfssoort D3|Verblijfssoort D3 (gemiddelde verzorgingsgraad, beveiligingsniveau hoog)||3|1|1834|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.35|act_8.5|Verblijfssoort D4|Verblijfssoort D4 (gemiddelde verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1835|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.36|act_8.5|Verblijfssoort E1|Verblijfssoort E1 (intensieve verzorgingsgraad, beveiligingsniveau laag)||3|1|1836|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.37|act_8.5|Verblijfssoort E2|Verblijfssoort E2 (intensieve verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1837|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.38|act_8.5|Verblijfssoort E3|Verblijfssoort E3 (intensieve verzorgingsgraad, beveiligingsniveau hoog)||3|1|1838|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.39|act_8.5|Verblijfssoort E4|Verblijfssoort E4 (intensieve verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1839|Verblijfsdag|N|N|N|N||2
20000101|20061231|act_8.5.4|act_8.5|Verblijf forensisch 4|Verblijf forensisch 4||3|1|1840|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.5.4|act_8.5|Verblijf forensisch 4|Verblijf forensisch 4||3|1|1840|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5.4|act_8.5|Verblijf forensisch 4|Verblijf forensisch 4||3|1|1840|Verblijfsdag|N|N|N|N||1
20100101|20111231|act_8.5.4|act_8.5|Verblijf forensisch niet in strafrechtelijk kader (SK) 4|Verblijf forensisch niet in strafrechtelijk kader (SK) 4||3|1|1840|Verblijfsdag|N|N|N|N||1
20140101|99991231|act_8.5.40|act_8.5|Verblijfssoort F1|Verblijfssoort F1 (extra intensieve verzorgingsgraad, beveiligingsniveau laag)||3|1|1840|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.41|act_8.5|Verblijfssoort F2|Verblijfssoort F2 (extra intensieve verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1841|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.42|act_8.5|Verblijfssoort F3|Verblijfssoort F3 (extra intensieve verzorgingsgraad, beveiligingsniveau hoog)||3|1|1842|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.43|act_8.5|Verblijfssoort F4|Verblijfssoort F4 (extra intensieve verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1843|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.44|act_8.5|Verblijfssoort G1|Verblijfssoort G1 (zeer intensieve verzorgingsgraad, beveiligingsniveau laag)||3|1|1844|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.45|act_8.5|Verblijfssoort G2|Verblijfssoort G2 (zeer intensieve verzorgingsgraad, beveiligingsniveau gemiddeld)||3|1|1845|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.46|act_8.5|Verblijfssoort G3|Verblijfssoort G3 (zeer intensieve verzorgingsgraad, beveiligingsniveau hoog)||3|1|1846|Verblijfsdag|N|N|N|N||2
20140101|99991231|act_8.5.47|act_8.5|Verblijfssoort G4|Verblijfssoort G4 (zeer intensieve verzorgingsgraad, beveiligingsniveau zeer hoog)||3|1|1847|Verblijfsdag|N|N|N|N||2
20000101|20061231|act_8.5.5|act_8.5|Verblijf forensisch 5|Verblijf forensisch 5||3|1|1850|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.5.5|act_8.5|Verblijf forensisch 5|Verblijf forensisch 5||3|1|1850|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5.5|act_8.5|Verblijf forensisch 5|Verblijf forensisch 5||3|1|1850|Verblijfsdag|N|N|N|N||1
20100101|20111231|act_8.5.5|act_8.5|Verblijf forensisch niet in strafrechtelijk kader (SK) 5|Verblijf forensisch niet in strafrechtelijk kader (SK) 5||3|1|1850|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.5.6|act_8.5|Verblijf forensisch 6|Verblijf forensisch 6||3|1|1851|Verblijfsdag|N|N|N|N||0
20090101|20091231|act_8.5.6|act_8.5|Verblijf forensisch 6|Verblijf forensisch 6||3|1|1851|Verblijfsdag|N|N|N|N||1
20100101|20131231|act_8.5.6|act_8.5|Verblijf forensisch niet in strafrechtelijk kader (SK) 6|Verblijf forensisch niet in strafrechtelijk kader (SK) 6||3|1|1851|Verblijfsdag|N|N|N|N||1
20090101|99991231|act_8.5.7|act_8.5|No show klinisch|No show klinisch||3|1|1799|Verblijfsdag|N|N|N|J||2
20090101|20131231|act_8.5.8|act_8.5|Verblijfssoort A1|Verblijfssoort A1 (verblijfsintensiteit laag, beveiligingsniveau laag)||3|1|1801|Verblijfsdag|N|N|N|N||2
20090101|20131231|act_8.5.9|act_8.5|Verblijfssoort A2|Verblijfssoort A2 (verblijfsintensiteit laag, beveiligingsniveau gemiddeld)||3|1|1802|Verblijfsdag|N|N|N|N||2
20000101|20081231|act_8.6|act_8|Verblijf volwassenen lang|Verblijf volwassenen lang||2|0|1860|Verblijfsdag|N|N|N|N||0
20090101|20141231|act_8.6|act_8|Verblijf volwassenen lang|Verblijf volwassenen lang||2|0|1860|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.6.1|act_8.6|Verblijf volwassenen lang 1|Verblijf volwassenen lang 1||3|1|1870|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.6.1|act_8.6|Verblijf volwassenen lang 1|Verblijf volwassenen lang 1||3|1|1870|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.6.1|act_8.6|Verblijf volwassenen lang 1|Verblijf volwassenen lang 1||3|1|1870|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.6.2|act_8.6|Verblijf volwassenen lang 2|Verblijf volwassenen lang 2||3|1|1880|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.6.2|act_8.6|Verblijf volwassenen lang 2|Verblijf volwassenen lang 2||3|1|1880|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.6.2|act_8.6|Verblijf volwassenen lang 2|Verblijf volwassenen lang 2||3|1|1880|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.6.3|act_8.6|Verblijf volwassenen lang 3|Verblijf volwassenen lang 3||3|1|1890|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.6.3|act_8.6|Verblijf volwassenen lang 3|Verblijf volwassenen lang 3||3|1|1890|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.6.3|act_8.6|Verblijf volwassenen lang 3|Verblijf volwassenen lang 3||3|1|1890|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.6.4|act_8.6|Verblijf volwassenen lang 4|Verblijf volwassenen lang 4||3|1|1900|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.6.4|act_8.6|Verblijf volwassenen lang 4|Verblijf volwassenen lang 4||3|1|1900|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.6.4|act_8.6|Verblijf volwassenen lang 4|Verblijf volwassenen lang 4||3|1|1900|Verblijfsdag|N|N|N|N||1
20000101|20061231|act_8.6.5|act_8.6|Verblijf volwassenen lang 5|Verblijf volwassenen lang 5||3|1|1910|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.6.5|act_8.6|Verblijf volwassenen lang 5|Verblijf volwassenen lang 5||3|1|1910|Verblijfsdag|N|N|N|N||0
20090101|20111231|act_8.6.5|act_8.6|Verblijf volwassenen lang 5|Verblijf volwassenen lang 5||3|1|1910|Verblijfsdag|N|N|N|N||1
20070101|20081231|act_8.6.6|act_8.6|Verblijf volwassenen lang 6|Verblijf volwassenen lang 6||3|1|1911|Verblijfsdag|N|N|N|N||0
20090101|20131231|act_8.6.6|act_8.6|Verblijf volwassenen lang 6|Verblijf volwassenen lang 6||3|1|1911|Verblijfsdag|N|N|N|N||1
20000101|20050401|act_8.7|act_8|Verblijf crisis|||2|1|1920|Verblijfsdag|N|N|N|J||1
20070101|20081231|act_8.7|act_8|No show klinisch|No show klinisch||2|1|1920|Verblijfsdag|N|N|N|J||2
20000101|20050401|act_8.7.1|act_8.7|Verblijf crisis 1|||3|1|1930|Verblijfsdag|N|N|N|J||1
20000101|20050401|act_8.7.2|act_8.7|Verblijf crisis 2|||3|1|1940|Verblijfsdag|N|N|N|J||1
20000101|20050401|act_8.7.3|act_8.7|Verblijf crisis 3|||3|1|1950|Verblijfsdag|N|N|N|J||1
20000101|20050401|act_8.7.4|act_8.7|Verblijf crisis 4|||3|1|1960|Verblijfsdag|N|N|N|J||1
20000101|20050401|act_8.7.5|act_8.7|Verblijf crisis 5|||3|1|1970|Verblijfsdag|N|N|N|J||1
20120101|99991231|act_8.8|act_8|Deelprestaties verblijf GGZ (24 uurs verblijf)|Deelprestaties verblijf GGZ (24 uurs verblijf)||2|0|1971|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.01|act_8.8|Deelprestatie verblijf GGZ A (Lichte verzorgingsgraad)|Deelprestatie verblijf GGZ A (Lichte verzorgingsgraad)||3|1|1972|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.01|act_8.8|Deelprestatie verblijf GGZ A (Lichte verzorgingsgraad)|Deelprestatie verblijf GGZ A (Lichte verzorgingsgraad)|D|3|1|1972|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.02|act_8.8|Deelprestatie verblijf GGZ B (Beperkte verzorgingsgraad)|Deelprestatie verblijf GGZ B (Beperkte verzorgingsgraad)||3|1|1973|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.02|act_8.8|Deelprestatie verblijf GGZ B (Beperkte verzorgingsgraad)|Deelprestatie verblijf GGZ B (Beperkte verzorgingsgraad)|D|3|1|1973|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.03|act_8.8|Deelprestatie verblijf GGZ C (Matige verzorgingsgraad)|Deelprestatie verblijf GGZ C (Matige verzorgingsgraad)||3|1|1974|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.03|act_8.8|Deelprestatie verblijf GGZ C (Matige verzorgingsgraad)|Deelprestatie verblijf GGZ C (Matige verzorgingsgraad)|D|3|1|1974|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.04|act_8.8|Deelprestatie verblijf GGZ D (Gemiddelde verzorgingsgraad)|Deelprestatie verblijf GGZ D (Gemiddelde verzorgingsgraad)||3|1|1975|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.04|act_8.8|Deelprestatie verblijf GGZ D (Gemiddelde verzorgingsgraad)|Deelprestatie verblijf GGZ D (Gemiddelde verzorgingsgraad)|D|3|1|1975|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.05|act_8.8|Deelprestatie verblijf GGZ E (Intensieve verzorgingsgraad)|Deelprestatie verblijf GGZ E (Intensieve verzorgingsgraad)||3|1|1976|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.05|act_8.8|Deelprestatie verblijf GGZ E (Intensieve verzorgingsgraad)|Deelprestatie verblijf GGZ E (Intensieve verzorgingsgraad)|D|3|1|1976|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.06|act_8.8|Deelprestatie verblijf GGZ F (Extra intensieve verzorgingsgraad)|Deelprestatie verblijf GGZ F (Extra intensieve verzorgingsgraad)||3|1|1977|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.06|act_8.8|Deelprestatie verblijf GGZ F (Extra intensieve verzorgingsgraad)|Deelprestatie verblijf GGZ F (Extra intensieve verzorgingsgraad)|D|3|1|1977|Verblijfsdag|N|N|N|N||1
20120101|20121231|act_8.8.07|act_8.8|Deelprestatie verblijf GGZ G (Zeer intensieve verzorgingsgraad)|Deelprestatie verblijf GGZ G (Zeer intensieve verzorgingsgraad)||3|1|1978|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.8.07|act_8.8|Deelprestatie verblijf GGZ G (Zeer intensieve verzorgingsgraad)|Deelprestatie verblijf GGZ G (Zeer intensieve verzorgingsgraad)|D|3|1|1978|Verblijfsdag|N|N|N|N||1
20170101|99991231|act_8.8.08|act_8.8|Deelprestatie verblijf GGZ H (High Intensive Care)|Deelprestatie verblijf GGZ H (High Intensive Care)||3|1|1988|Verblijfsdag|N|N|N|N||1
20180101|99991231|act_8.8.09|act_8.8|Verblijf met rechtvaardigingsgrond|Verblijf met rechtvaardigingsgrond||3|1|1998|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.9|act_8|Verblijf zonder overnachting|Verblijf zonder overnachting||2|0|2044|Verblijfsdag|N|N|N|N||1
20130101|99991231|act_8.9.01|act_8.9|Verblijf zonder overnachting|Verblijf zonder overnachting|D|3|1|2045|Verblijfsdag|N|N|N|N||1
20000101|99991231|act_9||Dagbesteding (per uur)|Dagbesteding (per uur)||1|0|1980|Dagbesteding|N|N|N|N||0
20000101|20061231|act_9.1|act_9|Dagbesteding sociaal (ontmoeting)|Dagbesteding sociaal (ontmoeting)||2|1|1990|Dagbesteding|N|N|N|J||1
20070101|20121231|act_9.1|act_9|Dagbesteding sociaal (ontmoeting)|Dagbesteding sociaal (ontmoeting)||2|1|1990|Dagbesteding|N|N|N|N||0
20130101|20141231|act_9.1|act_9|Dagbesteding sociaal (ontmoeting)|Dagbesteding sociaal (ontmoeting)|D|2|1|1990|Dagbesteding|N|N|N|N||0
20150101|99991231|act_9.1|act_9|Dagbesteding sociaal (ontmoeting)|Dagbesteding sociaal (ontmoeting)||2|1|1990|Dagbesteding|N|N|N|N||1
20150101|99991231|act_9.11|act_9|Dagbesteding sociaal (ontmoeting)(beveiligingsniveau laag)|Dagbesteding sociaal (ontmoeting)(beveiligingsniveau laag)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.12|act_9|Dagbesteding sociaal (ontmoeting)(beveiligingsniveau midden, hoog, zeer hoog)|Dagbesteding sociaal (ontmoeting)(beveiligingsniveau midden, hoog, zeer hoog)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.13|act_9|Dagbesteding activering (dagactiviteiten)(beveiligingsniveau laag)|Dagbesteding activering (dagactiviteiten)(beveiligingsniveau laag)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.14|act_9|Dagbesteding activering (dagactiviteiten)(beveiligingsniveau midden, hoog, zeer hoog)|Dagbesteding activering (dagactiviteiten)(beveiligingsniveau midden, hoog, zeer hoog)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.15|act_9|Dagbesteding educatie (beveiligingsniveau laag)|Dagbesteding educatie (beveiligingsniveau laag)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.16|act_9|Dagbesteding educatie (beveiligingsniveau midden, hoog, zeer hoog)|Dagbesteding educatie (beveiligingsniveau midden, hoog, zeer hoog)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.17|act_9|Dagbesteding arbeidsmatig (beveiligingsniveau laag)|Dagbesteding arbeidsmatig (beveiligingsniveau laag)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.18|act_9|Dagbesteding arbeidsmatig (beveiligingsniveau midden, hoog, zeer hoog)|Dagbesteding arbeidsmatig (beveiligingsniveau midden, hoog, zeer hoog)||2|1|2031|Dagbesteding|N|N|N|N||2
20150101|99991231|act_9.19|act_9|Dagbesteding overig (beveiligingsniveau laag)|Dagbesteding overig (beveiligingsniveau laag)||2|1|2031|Dagbesteding|N|N|N|N||2
20000101|20061231|act_9.2|act_9|Dagbesteding activering (dagactiviteiten)|Dagbesteding activering (dagactiviteiten)||2|1|2000|Dagbesteding|N|N|N|J||1
20070101|20121231|act_9.2|act_9|Dagbesteding activering (dagactiviteiten)|Dagbesteding activering (dagactiviteiten)||2|1|2000|Dagbesteding|N|N|N|N||0
20130101|20141231|act_9.2|act_9|Dagbesteding activering (dagactiviteiten)|Dagbesteding activering (dagactiviteiten)|D|2|1|2000|Dagbesteding|N|N|N|N||0
20150101|99991231|act_9.2|act_9|Dagbesteding activering (dagactiviteiten)|Dagbesteding activering (dagactiviteiten)||2|1|2000|Dagbesteding|N|N|N|N||1
20150101|99991231|act_9.20|act_9|Dagbesteding overig (beveiligingsniveau midden, hoog, zeer hoog)|Dagbesteding overig (beveiligingsniveau midden, hoog, zeer hoog)||2|1|2031|Dagbesteding|N|N|N|N||2
20000101|20061231|act_9.3|act_9|Dagbesteding educatie|Dagbesteding educatie||2|1|2010|Dagbesteding|N|N|N|J||1
20070101|20121231|act_9.3|act_9|Dagbesteding educatie|Dagbesteding educatie||2|1|2010|Dagbesteding|N|N|N|N||0
20130101|20141231|act_9.3|act_9|Dagbesteding educatie|Dagbesteding educatie|D|2|1|2010|Dagbesteding|N|N|N|N||0
20150101|99991231|act_9.3|act_9|Dagbesteding educatie|Dagbesteding educatie||2|1|2010|Dagbesteding|N|N|N|N||1
20000101|20061231|act_9.4|act_9|Dagbesteding arbeidsmatig|Dagbesteding arbeidsmatig||2|1|2020|Dagbesteding|N|N|N|J||1
20070101|20121231|act_9.4|act_9|Dagbesteding arbeidsmatig|Dagbesteding arbeidsmatig||2|1|2020|Dagbesteding|N|N|N|N||0
20130101|20141231|act_9.4|act_9|Dagbesteding arbeidsmatig|Dagbesteding arbeidsmatig|D|2|1|2020|Dagbesteding|N|N|N|N||0
20150101|99991231|act_9.4|act_9|Dagbesteding arbeidsmatig|Dagbesteding arbeidsmatig||2|1|2020|Dagbesteding|N|N|N|N||1
20000101|20061231|act_9.5|act_9|Dagbesteding overig|Dagbesteding overig||2|1|2030|Dagbesteding|N|N|N|J||1
20070101|20121231|act_9.5|act_9|Dagbesteding overig|Dagbesteding overig||2|1|2030|Dagbesteding|N|N|N|N||0
20130101|20141231|act_9.5|act_9|Dagbesteding overig|Dagbesteding overig|D|2|1|2030|Dagbesteding|N|N|N|N||0
20150101|99991231|act_9.5|act_9|Dagbesteding overig|Dagbesteding overig||2|1|2030|Dagbesteding|N|N|N|N||1
